City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,san patricio,28.017,-97.5169,23.93,83,100,2.24,US,1670086174
277,sinazongwe,-17.2614,27.4618,29.13,42,0,2.9,ZM,1670086174
278,auki,-8.7676,160.7034,24.5,88,100,2.29,SB,1670086175
279,anchorage,61.2181,-149.9003,-5.25,90,75,1.54,US,1670085944
280,parrita,9.5201,-84.3225,30.7,68,57,2.57,CR,1670086175
281,kavieng,-2.5744,150.7967,27.76,78,100,3.6,PG,1670086176
282,poya,-21.35,165.15,24.87,94,99,1.25,NC,1670086096
283,cairns,-16.9167,145.7667,23.97,85,100,4.12,AU,1670086176
284,xiongyue,40.1774,122.1228,-4.65,40,5,7.34,CN,1670086176
285,mikuni,36.2171,136.1519,10.95,64,98,4.08,JP,1670086177
286,airai,-8.9266,125.4092,15.44,85,54,0.56,TL,1670086066
287,colares,38.7992,-9.4469,15.18,82,20,5.36,PT,1670086177
288,nokaneng,-19.6667,22.2667,34.43,15,38,2.12,BW,1670086177
289,malartic,48.1335,-78.1328,3.06,99,100,4.36,CA,1670086178
290,borba,-4.3878,-59.5939,30.81,59,99,1.36,BR,1670086178
291,cabinda,-5.55,12.2,26.15,82,100,1.72,AO,1670086178
292,honiara,-9.4333,159.95,24.76,88,100,1.48,SB,1670086179
293,nanortalik,60.1432,-45.2371,0.06,79,100,4.91,GL,1670086179
294,langres,47.8333,5.3333,1.77,92,97,3.08,FR,1670086179
295,ozinki,51.1786,49.6769,-11.83,65,0,4.28,RU,1670086180
296,chake chake,-5.2459,39.7666,25.0,83,14,3.13,TZ,1670086180
297,iba,15.3667,120.0333,25.06,74,100,2.14,PH,1670086180
298,watertown,42.3709,-71.1828,15.23,80,100,10.29,US,1670086181
299,chapais,49.7834,-74.8492,0.88,99,100,4.83,CA,1670086182
300,yuci,37.6803,112.7319,-7.14,49,0,3.0,CN,1670086182
301,kirakira,-10.4544,161.9205,26.23,83,99,2.88,SB,1670086182
302,kaniama,-7.5667,24.1833,21.65,87,99,0.49,CD,1670086183
303,saint george,37.1041,-113.5841,6.33,61,100,0.0,US,1670085941
304,storforshei,66.4043,14.5233,-7.41,85,0,0.51,NO,1670086183
305,dingle,10.9995,122.6711,24.27,92,65,3.11,PH,1670086183
306,santiago de chuco,-8.15,-78.1833,17.63,33,6,2.97,PE,1670086184
307,timmins,48.4669,-81.3331,-10.1,79,75,8.23,CA,1670085929
308,uvat,59.1433,68.8953,-17.72,96,69,2.5,RU,1670086184
309,teberda,43.4456,41.7448,4.02,98,100,0.79,RU,1670086185
310,deputatskiy,69.3,139.9,-25.42,87,99,6.01,RU,1670086185
311,manzhouli,49.6,117.4333,-22.56,90,17,4.75,CN,1670086185
312,zaysan,47.4667,84.8667,-17.26,87,86,1.57,KZ,1670086186
313,san ramon de la nueva oran,-23.1322,-64.326,36.35,19,0,1.37,AR,1670086186
314,mandalgovi,45.7625,106.2708,-15.84,43,0,2.79,MN,1670086186
315,kabalo,-6.05,26.9167,23.99,82,92,0.92,CD,1670086187
316,afonso bezerra,-5.4983,-36.5056,36.77,23,8,8.17,BR,1670086187
317,heiligenhafen,54.3667,10.9833,2.08,90,99,8.23,DE,1670086187
318,iquitos,-3.7481,-73.2472,31.02,74,75,1.54,PE,1670085919
319,awbari,26.5921,12.7805,22.72,21,6,5.15,LY,1670086188
320,timbiqui,2.7717,-77.6654,25.26,87,82,3.29,CO,1670086188
321,inirida,3.8653,-67.9239,32.36,50,97,0.61,CO,1670086189
322,yamethin,20.4333,96.15,22.01,76,1,1.35,MM,1670086189
323,mahebourg,-20.4081,57.7,25.16,69,20,1.54,MU,1670086189
324,stuttgart,48.7823,9.177,3.61,90,100,3.6,DE,1670086190
325,carlsbad,33.1581,-117.3506,20.34,77,0,0.0,US,1670086142
326,vardo,70.3705,31.1107,-2.01,80,100,5.66,NO,1670086190
327,vila,42.0304,-8.1588,4.49,88,1,1.71,PT,1670086191
328,pevek,69.7008,170.3133,-19.54,84,3,5.07,RU,1670086191
329,katikati,-37.55,175.9167,14.44,89,10,1.64,NZ,1670086191
330,kendari,-3.945,122.4989,23.42,96,100,1.27,ID,1670086192
331,igarka,67.4667,86.5833,-25.99,100,55,2.15,RU,1670086192
332,luanda,-8.8368,13.2343,29.0,70,40,6.17,AO,1670086192
333,sao filipe,14.8961,-24.4956,22.79,62,90,3.93,CV,1670086193
334,dwarka,22.2394,68.9678,24.1,56,51,4.86,IN,1670086193
335,polunochnoye,60.8697,60.4153,-19.48,96,23,1.8,RU,1670086193
336,vesyegonsk,58.664,37.2604,-8.82,90,100,3.69,RU,1670086194
337,tessalit,20.1986,1.0114,28.75,14,4,2.71,ML,1670086194
338,uyuni,-20.4597,-66.825,13.71,9,0,6.46,BO,1670086195
339,coffs harbour,-30.3,153.1333,16.74,88,40,3.09,AU,1670086142
340,padang,-0.9492,100.3543,24.53,85,100,1.07,ID,1670086195
341,taoudenni,22.6783,-3.9836,27.01,14,0,1.26,ML,1670086195
342,flinders,-34.5833,150.8552,12.81,89,0,2.58,AU,1670086196
343,ratanpur,22.3,82.1667,18.28,56,0,2.07,IN,1670086196
344,saint-pierre,-21.3393,55.4781,26.98,65,30,4.63,RE,1670086196
345,saravan,39.7196,45.6483,1.03,92,99,1.13,AM,1670086197
346,yatou,37.15,122.3833,-0.33,65,97,4.84,CN,1670086197
347,aljezur,37.3191,-8.8033,14.25,83,35,3.11,PT,1670086197
348,meulaboh,4.1363,96.1285,24.0,86,99,1.24,ID,1670086198
349,ust-tsilma,65.441,52.1498,-20.05,100,73,1.02,RU,1670086198
350,yeppoon,-23.1333,150.7333,18.88,73,34,6.36,AU,1670086198
351,fengrun,39.8333,118.1167,-5.84,24,0,1.51,CN,1670086199
352,cabo rojo,18.0866,-67.1457,29.88,63,1,0.89,PR,1670086199
353,mackay,-21.15,149.2,21.49,73,20,7.23,AU,1670086200
354,henties bay,-22.116,14.2845,16.01,78,9,6.06,NA,1670086200
355,plettenberg bay,-34.0527,23.3716,17.13,63,100,2.42,ZA,1670086200
356,ostrovnoy,68.0531,39.5131,-6.85,94,60,4.23,RU,1670086201
357,fort nelson,58.8053,-122.7002,-20.23,77,20,2.06,CA,1670085906
358,ushtobe,45.2514,77.9838,-10.59,89,98,2.12,KZ,1670086201
359,belozerskoye,55.8214,65.5842,-18.4,88,15,1.85,RU,1670086202
360,uyskoye,54.3775,60.0047,-21.91,95,13,1.61,RU,1670086202
361,gat,31.61,34.7642,19.67,28,73,2.32,IL,1670086020
362,okha,53.5739,142.9478,-18.15,84,100,5.31,RU,1670086203
363,namibe,-15.1961,12.1522,22.49,79,27,4.27,AO,1670086203
364,harpalpur,25.2884,79.3347,16.66,46,71,1.24,IN,1670086203
365,tiksi,71.6872,128.8694,-23.27,96,100,10.27,RU,1670086204
366,yarmouth,41.7057,-70.2286,15.08,86,100,6.69,US,1670086204
367,belmonte,-15.8631,-38.8828,25.34,85,100,4.41,BR,1670086205
368,lasa,46.6166,10.7002,4.49,98,98,1.99,IT,1670086205
369,kidal,18.4411,1.4078,29.07,13,1,1.48,ML,1670086205
370,makakilo city,21.3469,-158.0858,22.78,85,100,3.6,US,1670086206
371,talnakh,69.4865,88.3972,-22.11,99,79,2.39,RU,1670086061
372,gizo,-8.103,156.8419,26.59,79,100,2.22,SB,1670086206
373,qaqortoq,60.7167,-46.0333,-4.48,88,98,2.0,GL,1670086207
374,shakhtinsk,49.71,72.5872,-13.06,96,100,3.34,KZ,1670086207
375,emerald,-23.5333,148.1667,16.86,81,3,3.9,AU,1670086131
376,margate,51.3813,1.3862,6.5,79,87,2.24,GB,1670086208
377,port hawkesbury,45.6169,-61.3485,8.31,79,75,7.2,CA,1670086208
378,barabash,43.2,131.4833,-11.6,52,5,3.51,RU,1670086208
379,barillas,15.8036,-91.3158,17.15,91,96,1.88,GT,1670086209
380,bria,6.5423,21.9863,27.29,25,90,1.59,CF,1670086209
381,camacha,33.0833,-16.3333,15.68,63,40,5.14,PT,1670086210
382,dire dawa,9.5931,41.8661,20.55,49,27,2.09,ET,1670086210
383,chifeng,42.2683,118.9636,-12.15,35,0,4.66,CN,1670086210
384,tutin,42.9903,20.3314,3.99,95,100,1.63,RS,1670086211
385,matamoros,25.5333,-103.25,22.28,42,0,1.72,MX,1670085964
386,moba,33.2288,105.0179,-1.47,49,98,1.42,CN,1670086211
387,katsuura,35.1333,140.3,15.08,58,100,9.31,JP,1670086212
388,el dorado,38.7666,-120.5177,10.35,92,98,2.26,US,1670086212
389,goundam,16.4145,-3.6708,32.57,13,73,2.14,ML,1670086212
390,ahipara,-35.1667,173.1667,12.21,88,4,1.64,NZ,1670086213
391,necochea,-38.5473,-58.7368,29.75,25,1,2.86,AR,1670086213
392,chokurdakh,70.6333,147.9167,-21.26,92,100,8.17,RU,1670086214
393,matara,5.9485,80.5353,24.62,88,83,1.53,LK,1670086214
394,peterhead,57.5058,-1.7981,6.22,65,100,7.21,GB,1670086214
395,lerwick,60.1545,-1.1494,8.0,73,100,8.65,GB,1670086215
396,pangnirtung,66.1451,-65.7125,-14.0,72,75,4.12,CA,1670086215
397,kahului,20.8947,-156.47,24.36,77,20,4.02,US,1670086215
398,pokrovka,42.3414,78.0056,-4.59,62,39,3.25,KG,1670086216
399,turayf,31.6725,38.6637,13.14,82,40,3.09,SA,1670086216
400,coquimbo,-29.9533,-71.3436,18.81,72,3,3.35,CL,1670086216
401,haines junction,60.7522,-137.5108,-14.03,78,49,0.51,CA,1670086217
402,ndjole,-0.1783,10.7649,25.01,92,100,1.4,GA,1670086217
403,pisco,-13.7,-76.2167,21.68,83,0,5.14,PE,1670086217
404,batagay,67.6333,134.6333,-26.29,98,100,2.07,RU,1670086218
405,ponta delgada,37.7333,-25.6667,13.4,76,75,7.2,PT,1670086218
406,itarema,-2.9248,-39.9167,30.8,54,37,8.45,BR,1670086219
407,richards bay,-28.783,32.0377,21.13,76,100,4.37,ZA,1670086219
408,boyolangu,-8.1181,111.8935,24.42,90,100,1.3,ID,1670086219
409,khani,41.9563,42.9566,3.76,95,100,1.82,GE,1670086220
410,kisangani,0.5167,25.2,25.91,70,78,1.1,CD,1670086220
411,garowe,8.4054,48.4845,25.7,42,9,8.99,SO,1670086220
412,iranshahr,27.2025,60.6848,20.19,19,0,2.06,IR,1670086221
413,hailar,49.2,119.7,-25.56,96,13,3.69,CN,1670086221
414,rezina,47.7492,28.9622,0.91,71,97,4.04,MD,1670086222
415,egvekinot,66.3167,-179.1667,-10.75,64,100,3.8,RU,1670086222
416,eureka,40.8021,-124.1637,8.43,82,2,4.41,US,1670086222
417,bastrop,32.7562,-91.8724,23.72,73,40,2.57,US,1670086223
418,ilirska bistrica,45.5697,14.2408,8.26,100,100,2.06,SI,1670086223
419,tongliao,43.6125,122.2653,-14.79,45,0,4.8,CN,1670086223
420,saurimo,-9.6608,20.3916,20.13,90,82,1.98,AO,1670086224
421,digha,21.6833,87.55,20.96,45,0,1.94,IN,1670086224
422,ancud,-41.8697,-73.8203,14.68,77,43,5.77,CL,1670086224
423,juba,4.8517,31.5825,32.51,26,99,2.85,SS,1670086225
424,chengdu,30.6667,104.0667,10.53,100,40,1.0,CN,1670086225
425,wladyslawowo,54.7909,18.4009,0.86,91,100,5.55,PL,1670086226
426,poum,-20.2333,164.0167,26.0,86,67,2.69,NC,1670086226
427,severo-kurilsk,50.6789,156.125,-3.32,83,87,4.75,RU,1670086226
428,coihaique,-45.5752,-72.0662,13.34,71,75,5.14,CL,1670086007
429,akyab,20.15,92.9,24.49,78,0,3.76,MM,1670086227
430,acapulco,16.8634,-99.8901,29.4,54,63,1.23,MX,1670085984
431,tara,56.8944,74.371,-22.94,95,20,1.81,RU,1670086228
432,kropotkin,45.4375,40.5756,0.01,70,85,10.59,RU,1670086228
433,mufulira,-12.5498,28.2407,20.53,67,77,2.81,ZM,1670086228
434,provideniya,64.3833,-173.3,-4.79,92,100,7.99,RU,1670086229
435,hay river,60.8156,-115.7999,-14.02,78,100,5.66,CA,1670086229
436,miro khan,27.7599,68.0921,19.76,23,4,1.93,PK,1670086229
437,suoyarvi,62.0833,32.35,-6.21,83,100,3.71,RU,1670086230
438,valley city,46.9233,-98.0032,-16.71,78,100,6.17,US,1670086230
439,muros,42.7762,-9.0603,11.72,59,1,6.59,ES,1670086230
440,ha giang,22.8333,104.9833,18.55,93,100,0.79,VN,1670086231
441,salta,-24.7859,-65.4117,29.76,34,20,3.09,AR,1670086231
442,armidale,-30.5167,151.65,7.67,99,50,2.31,AU,1670086231
443,saldanha,-33.0117,17.9442,18.03,67,100,11.55,ZA,1670085984
444,corrente,-3.7367,-43.3394,36.21,29,51,2.09,BR,1670086232
445,oyama,36.3,139.8,9.21,58,47,1.46,JP,1670086232
446,caarapo,-22.6342,-54.8222,28.45,61,80,1.43,BR,1670086233
447,stykkisholmur,65.0757,-22.7297,2.16,84,14,2.55,IS,1670086233
448,cayenne,4.9333,-52.3333,28.02,78,75,3.09,GF,1670086233
449,cidreira,-30.1811,-50.2056,23.77,91,96,2.62,BR,1670086234
450,tomatlan,19.9333,-105.25,30.0,55,74,0.89,MX,1670085971
451,ust-kuyga,70.0167,135.6,-24.29,99,100,3.3,RU,1670086234
452,kavaratti,10.5669,72.642,28.11,71,99,3.64,IN,1670086234
453,barra,-11.0894,-43.1417,29.26,45,86,3.72,BR,1670086235
454,iwanai,42.9744,140.5089,0.75,70,98,8.91,JP,1670086235
455,zyryanka,65.75,150.85,-39.54,99,10,2.31,RU,1670086235
456,redcliffe,-27.2307,153.0973,18.27,82,0,4.12,AU,1670086236
457,mlowo,-9.0,32.9833,16.49,93,98,2.39,TZ,1670086236
458,a coruna,43.3713,-8.396,10.5,68,40,4.02,ES,1670086236
459,puerto escondido,15.85,-97.0667,30.13,46,0,1.71,MX,1670086237
460,gushikawa,26.3544,127.8686,21.77,78,100,7.2,JP,1670086237
461,maryborough,-25.5333,152.7,17.36,80,2,3.57,AU,1670086237
462,bilma,18.6853,12.9164,26.67,16,44,3.78,NE,1670086238
463,marquard,-28.6645,27.4305,21.83,20,1,3.09,ZA,1670086238
464,kumeny,58.1089,49.9161,-20.46,96,51,1.06,RU,1670086239
465,broome,42.2506,-75.833,10.39,82,100,5.66,US,1670086239
466,progreso,21.2833,-89.6667,29.5,62,0,7.04,MX,1670086239
467,sechura,-5.5569,-80.8222,26.59,54,60,5.16,PE,1670086240
468,marawi,7.9986,124.2928,19.98,91,99,0.75,PH,1670086240
469,tanout,14.9709,8.8879,28.48,15,1,5.18,NE,1670086240
470,chinsali,-10.5414,32.0816,20.68,76,97,1.86,ZM,1670086241
471,puerto ayacucho,5.6639,-67.6236,30.67,56,73,3.16,VE,1670086241
472,bara,10.3744,10.7288,33.88,22,92,2.75,NG,1670086241
473,carutapera,-1.195,-46.02,30.84,53,69,5.25,BR,1670086242
474,kayerkan,69.3497,87.7602,-22.49,83,94,2.12,RU,1670086242
475,rio verde de mato grosso,-18.9181,-54.8442,29.58,61,99,2.56,BR,1670086242
476,shahi,28.55,79.3167,17.35,41,0,1.58,IN,1670086243
477,waddan,29.1614,16.139,21.22,24,0,3.82,LY,1670086243
